,go,go_name,name,q
A0A024R571,,,EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=2 ,4
A0A087WSV8,,,"Nucleobindin 2, isoform CRA_b OS=Homo sapiens GN=NUCB2 PE=1 SV=1 ",5
A0A087WT44,,,Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=2 ,4
A0A087WTB8,,,Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens GN=UCHL3 PE=1 SV=1 ,7
A0A087WTS6,,,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=1 ,3
A0A087WTW0,,,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1 ,3
A0A087WTZ5,,,UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=1 ,8
A0A087WU68,,,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=1 ,35
A0A087WUB9,,,Beta-catenin-like protein 1 OS=Homo sapiens GN=CTNNBL1 PE=1 SV=1 ,7
A0A087WUE9,,,Symplekin OS=Homo sapiens GN=SYMPK PE=1 SV=1 ,5
A0A087WUL0,,,Triokinase/FMN cyclase OS=Homo sapiens GN=TKFC PE=1 SV=2 ,2
A0A087WUL9,,,26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2 ,2
A0A087WUW5,,,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=4 ,3
A0A087WUZ3,,,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=1 ",44
A0A087WV01,,,Elongation factor 1-alpha OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 ,158
A0A087WV05,,,C-Myc-binding protein OS=Homo sapiens GN=MYCBP PE=1 SV=3 ,4
A0A087WV23,,,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1 ,8
A0A087WV29,,,N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=1 ,3
A0A087WV73,,,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens GN=NOP2 PE=1 SV=2 ,5
A0A087WVQ6,,,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5 ,62
A0A087WVQ9,,,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 ,178
A0A087WVV1,,,Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1 ,3
A0A087WWE2,,,DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens GN=POLR2A PE=1 SV=2 ,2
A0A087WWU8,,,Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=1 ,3
A0A087WWY3,,,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=1 ,80
A0A087WX29,,,TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens GN=TARDBP PE=1 SV=1 ,3
A0A087WXF0,,,Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1 ,3
A0A087WXR7,,,Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B PE=1 SV=1 ,8
A0A087WY74,,,Casein kinase II subunit alpha (Fragment) OS=Homo sapiens GN=CSNK2A1 PE=1 SV=1 ,6
A0A087WYR3,,,Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2 ,2
A0A087WYS0,,,MICOS complex subunit MIC60 OS=Homo sapiens GN=IMMT PE=1 SV=1 ,6
A0A087WYT3,,,Prostaglandin E synthase 3 OS=Homo sapiens GN=PTGES3 PE=1 SV=1 ,9
A0A087WYZ1,,,Cytosolic non-specific dipeptidase (Fragment) OS=Homo sapiens GN=CNDP2 PE=1 SV=1 ,5
A0A087WZJ6,,,Ribonuclease H2 subunit B (Fragment) OS=Homo sapiens GN=RNASEH2B PE=1 SV=1 ,5
A0A087WZM5,,,Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens GN=FKBP1A PE=1 SV=1 ,8
A0A087WZN1,,,"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial OS=Homo sapiens GN=IDH3B PE=1 SV=2 ",5
A0A087X1A5,,,Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=1 ,4
A0A087X1E4,,,Arfaptin-2 OS=Homo sapiens GN=ARFIP2 PE=1 SV=1 ,3
A0A087X1I3,,,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=1 ",19
A0A087X1S2,,,Nuclease-sensitive element-binding protein 1 OS=Homo sapiens GN=YBX1 PE=1 SV=2 ,34
A0A087X1Z3,,,Proteasome activator complex subunit 2 OS=Homo sapiens GN=PSME2 PE=1 SV=4 ,8
A0A087X243,,,Glutathione S-transferase P (Fragment) OS=Homo sapiens GN=GSTP1 PE=1 SV=1 ,21
A0A087X295,,,WD repeat-containing protein 6 OS=Homo sapiens GN=WDR6 PE=1 SV=1 ,2
A0A087X2B6,,,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=1 ,3
A0A087X2D0,,,Serine/arginine-rich-splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=1 SV=1 ,5
A0A087X2E9,,,Glutathione S-transferase P (Fragment) OS=Homo sapiens GN=GSTP1 PE=1 SV=1 ,4
A0A087X2I1,,,26S protease regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1 ,2
A0A096LNH5,,,Protein LOC102724023 OS=Homo sapiens GN=LOC102724023 PE=4 SV=1 ,8
A0A096LNY5,,,Adenylosuccinate lyase (Fragment) OS=Homo sapiens GN=ADSL PE=1 SV=1 ,3
A0A096LNY6,,,Adenylosuccinate lyase (Fragment) OS=Homo sapiens GN=ADSL PE=1 SV=1 ,18
