,go,go_name,name,q
A0A024QZP7,,,Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=1 ,4
A0A024R216,GO:0005737;GO:0005634;GO:0005829;GO:0005654,cytoplasm;nucleus;cytosol;nucleoplasm,"Hepatoma-derived growth factor, related protein 3, isoform CRA_a OS=Homo sapiens GN=HDGFRP3 PE=1 SV=1 ",3
A0A024R341,,,"Ngg1 interacting factor 3 like 1 binding protein 1, isoform CRA_b OS=Homo sapiens GN=NIF3L1BP1 PE=1 SV=1 ",4
A0A024R4M0,,,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=1 ,5
A0A024R571,,,EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=1 ,7
A0A024RA52,,,Proteasome subunit alpha type OS=Homo sapiens GN=PSMA2 PE=1 SV=1 ,4
A0A024RCR6,,,"HLA-B associated transcript 3, isoform CRA_a OS=Homo sapiens GN=BAT3 PE=1 SV=1 ",15
A0A075B716,,,40S ribosomal protein S17 OS=Homo sapiens GN=RPS17 PE=1 SV=1 ,4
A0A075B736,,,Tubulin beta-8 chain OS=Homo sapiens GN=TUBB8 PE=1 SV=1 ,29
A0A075B7A9,,,Melanoma-associated antigen 9 (Fragment) OS=Homo sapiens GN=MAGEA9B PE=1 SV=5 ,2
A0A087WSW9,,,"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=1 ",10
A0A087WSY9,,,"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=2 ",10
A0A087WT39,,,Lck-interacting transmembrane adapter 1 OS=Homo sapiens GN=LIME1 PE=4 SV=1 ,3
A0A087WT44,,,Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=1 ,6
A0A087WTM7,,,Apolipoprotein B-100 OS=Homo sapiens GN=APOB PE=1 SV=1 ,2
A0A087WTP3,,,Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=1 ,28
A0A087WTT1,,,Polyadenylate-binding protein OS=Homo sapiens GN=PABPC1 PE=1 SV=1 ,20
A0A087WTZ5,,,UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=1 ,4
A0A087WU68,,,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=1 ,8
A0A087WUE9,,,Symplekin OS=Homo sapiens GN=SYMPK PE=1 SV=1 ,9
A0A087WUI2,,,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=1 ,99
A0A087WUS0,,,40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1 ,15
A0A087WUT6,,,Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=1 ,2
A0A087WUV6,,,AT-rich interactive domain-containing protein 1A OS=Homo sapiens GN=ARID1A PE=1 SV=1 ,3
A0A087WUZ3,,,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=1 ",30
A0A087WV01,,,Elongation factor 1-alpha OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 ,96
A0A087WV05,,,Uncharacterized protein OS=Homo sapiens PE=4 SV=1 ,2
A0A087WV22,,,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=1 ,2
A0A087WV23,,,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1 ,9
A0A087WV66,,,Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=1 ,2
A0A087WV68,,,TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens GN=TARDBP PE=1 SV=1 ,5
A0A087WVC4,,,cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens GN=PRKACB PE=1 SV=1 ,2
A0A087WVD3,,,"Isovaleryl-CoA dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens GN=IVD PE=1 SV=1 ",2
A0A087WVQ6,,,Clathrin heavy chain OS=Homo sapiens GN=CLTC PE=1 SV=1 ,27
A0A087WVQ9,,,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 ,113
A0A087WVS2,,,Cytosolic non-specific dipeptidase (Fragment) OS=Homo sapiens GN=CNDP2 PE=1 SV=1 ,2
A0A087WW46,,,Nodal modulator 1 OS=Homo sapiens GN=NOMO1 PE=1 SV=1 ,3
