,go,go_name,name,q
A0A024QZP7,,,Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=1 ,24
A0A024R4M0,,,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=1 ,6
A0A024R571,,,EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=1 ,4
A0A024RA52,,,Proteasome subunit alpha type OS=Homo sapiens GN=PSMA2 PE=1 SV=1 ,8
A0A024RCR6,,,"HLA-B associated transcript 3, isoform CRA_a OS=Homo sapiens GN=BAT3 PE=1 SV=1 ",13
A0A075B716,,,40S ribosomal protein S17 OS=Homo sapiens GN=RPS17 PE=1 SV=1 ,4
A0A075B736,,,Tubulin beta-8 chain OS=Homo sapiens GN=TUBB8 PE=1 SV=1 ,21
A0A075B759,GO:0005737;GO:0005737,cytoplasm;cytoplasm,Peptidyl-prolyl cis-trans isomerase A-like 4E OS=Homo sapiens GN=PPIAL4E PE=3 SV=1 ,2
A0A075B767,,,Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens GN=LOC105371242 PE=3 SV=1 ,2
A0A075B7A0,,,60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=1 ,3
A0A075B7C0,,,Calpain small subunit 1 (Fragment) OS=Homo sapiens GN=CAPNS1 PE=1 SV=1 ,3
A0A087WSV8,,,"Nucleobindin 2, isoform CRA_b OS=Homo sapiens GN=NUCB2 PE=1 SV=1 ",3
A0A087WSW9,,,"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=1 ",17
A0A087WSY9,,,"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=2 ",17
A0A087WT39,,,Lck-interacting transmembrane adapter 1 OS=Homo sapiens GN=LIME1 PE=4 SV=1 ,3
A0A087WT44,,,Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=1 ,7
A0A087WT54,,,Hepatoma-derived growth factor-related protein 2 (Fragment) OS=Homo sapiens GN=HDGFRP2 PE=1 SV=1 ,3
A0A087WTB8,,,Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens GN=UCHL3 PE=1 SV=1 ,7
A0A087WTD5,,,Nodal modulator 2 OS=Homo sapiens GN=NOMO2 PE=4 SV=1 ,4
A0A087WTH0,,,Enolase-phosphatase E1 OS=Homo sapiens GN=ENOPH1 PE=1 SV=2 ,4
A0A087WTP3,,,Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=1 ,16
A0A087WTS6,,,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=1 ,3
A0A087WTS8,,,Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=1 ,3
A0A087WTT1,,,Polyadenylate-binding protein OS=Homo sapiens GN=PABPC1 PE=1 SV=1 ,27
A0A087WTW0,,,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1 ,3
A0A087WTZ5,,,UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=1 ,8
A0A087WU68,,,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=1 ,36
A0A087WUB9,,,Beta-catenin-like protein 1 OS=Homo sapiens GN=CTNNBL1 PE=1 SV=1 ,7
A0A087WUE9,,,Symplekin OS=Homo sapiens GN=SYMPK PE=1 SV=1 ,7
A0A087WUI2,,,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=1 ,159
A0A087WUK2,,,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRNPDL PE=1 SV=1 ,4
A0A087WUL0,,,Triokinase/FMN cyclase OS=Homo sapiens GN=TKFC PE=1 SV=1 ,2
A0A087WUL9,,,26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=1 ,2
A0A087WUS0,,,40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1 ,13
A0A087WUT6,,,Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=1 ,21
A0A087WUW5,,,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=4 ,6
A0A087WUZ3,,,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=1 ",61
A0A087WV01,,,Elongation factor 1-alpha OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 ,173
A0A087WV05,,,Uncharacterized protein OS=Homo sapiens PE=4 SV=1 ,7
A0A087WV22,,,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=1 ,3
A0A087WV23,,,SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1 ,8
A0A087WV29,,,N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=1 ,2
A0A087WV73,,,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens GN=NOP2 PE=1 SV=1 ,4
A0A087WVB9,,,Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens GN=EIF3K PE=1 SV=1 ,5
A0A087WVD3,,,"Isovaleryl-CoA dehydrogenase, mitochondrial (Fragment) OS=Homo sapiens GN=IVD PE=1 SV=1 ",2
A0A087WVM4,,,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1 ",9
A0A087WVM7,,,Ribosomal RNA small subunit methyltransferase NEP1 (Fragment) OS=Homo sapiens GN=EMG1 PE=1 SV=1 ,4
A0A087WVQ6,,,Clathrin heavy chain OS=Homo sapiens GN=CLTC PE=1 SV=1 ,69
A0A087WVQ9,,,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 ,194
A0A087WVR3,,,E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1 ,3
A0A087WVS2,,,Cytosolic non-specific dipeptidase (Fragment) OS=Homo sapiens GN=CNDP2 PE=1 SV=1 ,6
A0A087WVV1,,,Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1 ,4
A0A087WVW7,,,Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1 ,4
A0A087WW22,,,DNA-binding protein SATB1 OS=Homo sapiens GN=SATB1 PE=1 SV=1 ,9
A0A087WW46,,,Nodal modulator 1 OS=Homo sapiens GN=NOMO1 PE=1 SV=1 ,4
A0A087WW66,,,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=1 ,6
A0A087WW75,,,DNA-binding protein SATB1 (Fragment) OS=Homo sapiens GN=SATB1 PE=1 SV=1 ,9
A0A087WWE2,,,DNA-directed RNA polymerase OS=Homo sapiens GN=POLR2A PE=1 SV=1 ,7
A0A087WWI4,,,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1 ,29
A0A087WWJ2,,,N-alpha-acetyltransferase 50 OS=Homo sapiens GN=NAA50 PE=1 SV=1 ,5
A0A087WWM4,,,GMP reductase OS=Homo sapiens GN=GMPR2 PE=1 SV=1 ,2
A0A087WWN2,,,Cullin-4A OS=Homo sapiens GN=CUL4A PE=1 SV=1 ,2
A0A087WWQ2,,,Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1 ,4
A0A087WWS7,,,Syntaxin-binding protein 2 OS=Homo sapiens GN=STXBP2 PE=1 SV=1 ,6
A0A087WWT3,,,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1 ,6
A0A087WWU8,,,Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 PE=1 SV=1 ,7
A0A087WWW8,,,Calcineurin-binding protein cabin-1 OS=Homo sapiens GN=CABIN1 PE=1 SV=1 ,3
A0A087WWY3,,,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=1 ,100
A0A087WWY6,,,Integrin-linked protein kinase (Fragment) OS=Homo sapiens GN=ILK PE=1 SV=1 ,2
A0A087WX29,,,TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens GN=TARDBP PE=1 SV=1 ,3
A0A087WX41,,,Clathrin heavy chain 2 OS=Homo sapiens GN=CLTCL1 PE=1 SV=1 ,5
A0A087WXC5,,,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens GN=NDUFA10 PE=1 SV=1 ",2
A0A087WXF0,,,Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1 ,4
A0A087WXI1,,,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens GN=HIBCH PE=1 SV=1 ",3
A0A087WXL7,,,Calcineurin-binding protein cabin-1 OS=Homo sapiens GN=CABIN1 PE=1 SV=1 ,3
A0A087WXR7,,,Ribonuclease H2 subunit B OS=Homo sapiens GN=RNASEH2B PE=1 SV=2 ,11
A0A087WXS7,,,ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=1 ,7
A0A087WXU3,,,Extended synaptotagmin-2 OS=Homo sapiens GN=ESYT2 PE=1 SV=1 ,15
A0A087WXU8,,,ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1 ,3
