,go,go_name,name,q
A0A024QZP7,,,Cyclin-dependent kinase 1 OS=Homo sapiens GN=CDK1 PE=1 SV=1 ,12
A0A024R4M0,,,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=1 ,20
A0A024R571,,,EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=1 ,6
A0A024RA52,,,Proteasome subunit alpha type OS=Homo sapiens GN=PSMA2 PE=1 SV=1 ,7
A0A024RCR6,,,"HLA-B associated transcript 3, isoform CRA_a OS=Homo sapiens GN=BAT3 PE=1 SV=1 ",5
A0A075B6E2,,,40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=1 ,4
A0A075B716,,,40S ribosomal protein S17 OS=Homo sapiens GN=RPS17 PE=1 SV=1 ,5
A0A075B736,,,Tubulin beta-8 chain OS=Homo sapiens GN=TUBB8 PE=1 SV=1 ,16
A0A075B7A0,,,60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=1 ,16
A0A087WSV8,,,"Nucleobindin 2, isoform CRA_b OS=Homo sapiens GN=NUCB2 PE=1 SV=1 ",2
A0A087WSW9,,,"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=1 ",22
A0A087WSY9,,,"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=2 ",22
A0A087WT44,,,Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=1 SV=1 ,4
A0A087WTP3,,,Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=1 ,4
A0A087WTS8,,,Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=1 ,2
A0A087WTT1,,,Polyadenylate-binding protein OS=Homo sapiens GN=PABPC1 PE=1 SV=1 ,13
A0A087WTV6,,,Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1 ,4
A0A087WU68,,,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=1 ,6
A0A087WUB9,,,Beta-catenin-like protein 1 OS=Homo sapiens GN=CTNNBL1 PE=1 SV=1 ,2
A0A087WUI2,,,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=1 ,36
A0A087WUL9,,,26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=1 ,5
A0A087WUN7,,,"SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens GN=SLIRP PE=1 SV=1 ",2
A0A087WUS0,,,40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1 ,6
A0A087WUT6,,,Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=1 ,15
A0A087WUW5,,,Polypyrimidine tract-binding protein 1 (Fragment) OS=Homo sapiens GN=PTBP1 PE=1 SV=4 ,5
A0A087WUZ3,,,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=1 ",23
A0A087WV01,,,Elongation factor 1-alpha OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 ,113
A0A087WV22,,,60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=1 ,25
A0A087WV29,,,N-acetyltransferase 10 OS=Homo sapiens GN=NAT10 PE=1 SV=1 ,3
A0A087WVM4,,,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1 ",2
A0A087WVM7,,,Ribosomal RNA small subunit methyltransferase NEP1 (Fragment) OS=Homo sapiens GN=EMG1 PE=1 SV=1 ,2
A0A087WVQ6,,,Clathrin heavy chain OS=Homo sapiens GN=CLTC PE=1 SV=1 ,40
A0A087WVQ9,,,Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 ,116
A0A087WVS2,,,Cytosolic non-specific dipeptidase (Fragment) OS=Homo sapiens GN=CNDP2 PE=1 SV=1 ,11
A0A087WW13,,,Hypoxia up-regulated protein 1 (Fragment) OS=Homo sapiens GN=HYOU1 PE=1 SV=4 ,2
A0A087WW46,,,Nodal modulator 1 OS=Homo sapiens GN=NOMO1 PE=1 SV=1 ,3
A0A087WW66,,,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=1 ,4
A0A087WWE2,,,DNA-directed RNA polymerase OS=Homo sapiens GN=POLR2A PE=1 SV=1 ,7
A0A087WWF6,,,DNA polymerase delta subunit 2 OS=Homo sapiens GN=POLD2 PE=1 SV=1 ,2
A0A087WWH0,,,60S ribosomal protein L17 (Fragment) OS=Homo sapiens GN=RPL17 PE=3 SV=4 ,5
A0A087WWI4,,,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1 ,6
A0A087WWQ2,,,Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1 ,2
A0A087WWT3,,,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=1 ,13
A0A087WWY3,,,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=1 ,23
A0A087WX29,,,TAR DNA-binding protein 43 (Fragment) OS=Homo sapiens GN=TARDBP PE=1 SV=1 ,3
A0A087WX69,,,Pyrroline-5-carboxylate reductase 2 (Fragment) OS=Homo sapiens GN=PYCR2 PE=1 SV=1 ,4
A0A087WXC5,,,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens GN=NDUFA10 PE=1 SV=1 ",2
A0A087WXM6,,,60S ribosomal protein L17 (Fragment) OS=Homo sapiens GN=RPL17 PE=3 SV=1 ,5
A0A087WXU8,,,ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1 ,3
