,go,go_name,name,q
E1JGJ8,,,Peptide chain release factor 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=prfB PE=3 SV=1 ,4
G3XCT6,GO:0005737,cytoplasm,Histidine kinase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA1458 PE=4 SV=1 ,39
G3XCU3,GO:0005829,cytosol,Glycosyltransferase WbpX OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=wbpX PE=4 SV=1 ,4
G3XCU6,,,Transcriptional regulator CysB OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=cysB PE=4 SV=1 ,14
G3XCU7,,,Probable lipase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA2949 PE=4 SV=1 ,6
G3XCU9,GO:0005829,cytosol,Probable transcriptional regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA2020 PE=4 SV=1 ,2
G3XCV0,,,Transcriptional regulator FleQ OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=fleQ PE=1 SV=1 ,17
G3XCV4,,,Pyridoxal 5'-phosphate synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=phzG1 PE=4 SV=1 ,5
G3XCV5,,,Poly(3-hydroxyalkanoic acid) synthase 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=phaC1 PE=4 SV=1 ,3
G3XCV6,,,"Conserved cytoplasmic membrane protein, CmpX protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=cmpX PE=4 SV=1 ",6
G3XCW7,,,Probable plasmid partitioning protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA1462 PE=4 SV=1 ,2
G3XCW8,GO:0043234,protein complex,Cyanide insensitive terminal oxidase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=cioA PE=4 SV=1 ,2
G3XCX1,GO:0005623,cell,Respiratory nitrate reductase alpha chain OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=narG PE=4 SV=1 ,29
G3XCX3,,,Twitching motility protein PilU OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=pilU PE=4 SV=1 ,2
G3XCY2,GO:0005886,plasma membrane,O-antigen chain length regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=wzz PE=4 SV=1 ,21
G3XCY3,,,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA1463 PE=4 SV=1 ,3
G3XCZ3,,,Type 4 fimbrial biogenesis protein PilZ OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=pilZ PE=4 SV=1 ,3
G3XCZ6,,,Malonyl CoA-acyl carrier protein transacylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=fabD PE=3 SV=1 ,9
G3XCZ9,,,Poly(3-hydroxyalkanoic acid) synthase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=phaC2 PE=4 SV=1 ,2
G3XD01,,,"UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=wbpD PE=1 SV=1 ",3
G3XD04,GO:0005737,cytoplasm,DNA helicase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=uvrD PE=4 SV=1 ,3
G3XD09,,,Glutamate synthase small chain OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=gltD PE=4 SV=1 ,2
G3XD11,GO:0030312;GO:0005886,external encapsulating structure;plasma membrane,PhoP/Q and low Mg2+ inducible outer membrane protein H1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=oprH PE=4 SV=1 ,36
G3XD12,GO:0005737;GO:0005886,cytoplasm;plasma membrane,Hydrogen cyanide synthase subunit HcnC OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=hcnC PE=1 SV=1 ,3
G3XD14,GO:0005737,cytoplasm,RNA polymerase-binding transcription factor DksA OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=dksA PE=3 SV=1 ,8
G3XD16,GO:0005622,intracellular,Probable two-component response regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA2523 PE=4 SV=1 ,13
G3XD20,GO:0005623,cell,Serine protease MucD OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=mucD PE=4 SV=1 ,31
G3XD23,,,UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate oxidase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=wbpB PE=1 SV=1 ,15
G3XD24,GO:0005886,plasma membrane,Methyl-accepting chemotaxis protein PctA OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=pctA PE=1 SV=1 ,23
G3XD28,GO:0005623,cell,Type 4 fimbrial biogenesis protein PilM OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=pilM PE=4 SV=1 ,4
G3XD29,GO:0005886,plasma membrane,Na(+)/H(+) antiporter NhaP OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=nhaP PE=1 SV=1 ,2
G3XD35,GO:0005829,cytosol,Heptosyltransferase II OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=waaF PE=4 SV=1 ,3
G3XD36,,,Phosphoenolpyruvate-protein phosphotransferase PtsP OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=ptsP PE=4 SV=1 ,8
G3XD39,,,Probable bacteriophage protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA0622 PE=4 SV=1 ,16
G3XD40,,,Probable acyl-CoA thiolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA3925 PE=3 SV=1 ,7
G3XD46,GO:0005886,plasma membrane,Penicillin-binding protein 3 OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=ftsI PE=1 SV=1 ,2
G3XD47,GO:0005615;GO:0005886,extracellular space;plasma membrane,Arginine/ornithine binding protein AotJ OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=aotJ PE=3 SV=1 ,5
G3XD52,GO:0005829;GO:0043234,cytosol;protein complex,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA3302 PE=4 SV=1 ,8
G3XD59,,,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=PA4118 PE=4 SV=1 ,2
